guid,category,active,published,eventdate,title,body
"2011-10-26 20:22:57 +0100",1,1,"2011-10-26 20:22:57 +0100",2011-10-26,"Dzień Wolontariusza w Stoszowicach","<p>W pierwszy weekend października świętowaliśmy Dzień Wolontariusza. Jak co roku Fundacja ""Wrocławskie Hospicjum dla Dzieci"" zaprosiła tych, którzy przez cały rok robią coś dla innych, żeby sobie odpoczęli i poleniuchowali w pięknej okolicy. Pojechaliśmy do Stoszowic, gdzie udało nam się oderwać od codzienności, pośmiać się, porozmawiać i złapać dystans. Było słodko, było słonecznie.</p>

<p>Drodzy wolontariusze, bardzo dziękujemy Wam za to, że jesteście z nami, że pomagacie nam swoją pracą, chęciami, uśmiechem, radą. Dzięki Wam dzieci mają jaśniejsze twarze, a pracownikom Fundacji łatwiej pracować.</p>

<p><a href=""http://www.hospicjum.wroc.pl/index.php?hosp=9_01&id_galerii=20111026202703"" title=""zobacz zdjęcia z wyjazdu!""><img src=""http://www.hospicjum.wroc.pl/jpg/galeria/20111026202703/galeria-20111026202703-m-2.jpg""/></a>
</p>"
"2011-10-17 13:03:08 +0100",1,1,"2011-10-17 13:03:08 +0100",2011-10-29,"Zumba Maraton dla Hospicjum","<p>Na radosnym i energetycznym przedsięwzięciu Zumba Maraton, zorganizowanym na rzecz naszych podopiecznych, zebrano 2 461,26 zł.</p>

<p style=""text-align: center"">
<a href=""http://liceum-sport.pl/index.php/zumba/202-wspolnie-zebralimy-dla-dzieci-662126-z.html"" title=""Zumba Maraton"">przeczytaj o wydarzeniu</a> | 
<a href=""http://www.hospicjum.wroc.pl/index.php?hosp=9_01&id_galerii=20111103022216"" title=""Przejdź do galerii zdjęć"">
zobacz galerię zdjęć<br/><br/>
<img src=""http://www.hospicjum.wroc.pl/jpg/galeria/20111103022216/galeria-20111103022216-6-m.jpg"" alt=""Marika""/>
</a>
</p>

<hr>

<p>To już po raz 2 nasza wolontariuszka Marika jest pomysłodawczynią charytatywnego sportowego wydarzenia.</p>

<p>Serdecznie zapraszamy wszystkich chętnych do udziału! Szczegóły dotyczące biletów są na stronie: <a href=""http://liceum-sport.pl/index.php/zumba/176-zapraszamy-na-najpikniejszy-maraton-zumba-fitness.html"" target=""_blank"">liceum-sport.pl</a></p>

<p>Wydarzenie dostępne jest też na: <a href=""http://facebook.com/ZumbaMarika"" target=""_blank"">facebook.com/ZumbaMarika</a></p>

<p style=""text-align: center;""><a href=""img/news/zumba.jpg"" title=""zobacz plakat imprezy Zumba Maraton"" rel=""lightbox""><img src=""img/news/zumba_mini.jpg"" alt=""plakat Zumba Maratonu""/></a></p>"
"2011-11-15 14:48:28 +0100",1,1,"2011-11-15 14:48:28 +0100",2011-11-15,"Podwodna przyjemność","<p>Kilkoro naszych podopiecznych od niedawna może cieszyć się pięknymi widokami. Jest to namiastka wakacji, swobody, podróży. I marzeń. Jest kolorowo, zmiennie, radośnie. Z inicjatywy forum <a href=""http://www.pleco.com.pl"">Pleco.com.pl</a> w domach pacjentów Fundacji „Wrocławskie Hospicjum dla Dzieci” zostały bezpłatnie zainstalowane profesjonalne akwaria, w których zamieszkały rybki i inne żyjątka. Akwaria będą też serwisowane. Tak, że naszym podopiecznym i ich rodzinom pozostaje tylko przyjemność.</p>

<p>Pięknie dziękujemy wszystkim ludziom zaangażowanym w akcję za pomysł i sprawną realizację, która nie byłaby możliwa bez pomocy innych - wrażliwych i chętnych do działania ludzi i firm. Dzięki Wam marzenia się spełniają.</p>
<p>W realizacji wystąpili:</p>
<ul class=""lista_linkow"">
<li class=""link""><a href=""http://www.wta.org.pl"">Wrocławskie Towarzystwo Akwarystyczne</a></li>
<li class=""link""><a href=""http://www.dfa.net.pl"">Dolnośląskie Forum Akwarystyczne</a></li>
<li class=""link""><a href=""http://www.akwarystyka-miedziowa.pl"">Forum Akwarystyczne Zagłębia Miedziowego</a> i inni niezrzeszeni akwaryści.</li>
</ul>
<p>Wspomogły nas firmy:</p>
<ul class=""lista_linkow"">
<li class=""link""><a href=""http://www.aquael.pl"">Aquael</a></li>
<li class=""link""><a href=""http://roslinyakwariowe.pl"">RoslinyAkwariowe.pl</a></li>
<li class=""link""><a href=""http://gurami1.bloog.pl"">Gurami1</a></li>
</ul>

<p><a href=""http://www.hospicjum.wroc.pl/index.php?hosp=9_01&id_galerii=20111115145101"" title=""zobacz zdjęcia"">zobacz zdjęcia:<br><img src=""http://www.hospicjum.wroc.pl/jpg/galeria/20111115145101/galeria-20111115145101-m-3.jpg"" alt=""podwodna przyjemność""></a></p>"
"2011-11-21 16:02:22 +0100",1,1,"2011-11-21 16:02:22 +0100",2011-11-21,"AUKCJA charytatywna na Allegro z okazji Dnia Życzliwości","<p style=""text-align: center;"">
	<a href=""http://allegro.pl/listing/user.php?us_id=23433265"" title=""Aukcje charytatywne na rzecz Wrocławskiego Hospicjum dla Dzieci"">
		<img src=""img/news/aukcje_dz.jpg"" alt=""Aukcja na rzecz Hospicjum w ramach Dnia Życzliwości"" style=""border-radius: 20px; box-shadow: 0 0 6px #00A0E5; margin: 15px;"">
	</a>
</p>

<p>Już 21 listopada we Wrocławiu kolejne obchody Dnia Życzliwości. Podobnie jak przed rokiem, jednym z najważniejszych wydarzeń tego dnia będzie aukcja na rzecz naszego Hospicjum.</p>

<p>Na liście licytowanych przedmiotów znalazły się między innymi: bombki choinkowe ozdobione przez Kingę Preis i jej rodzinę, puchar zdobyty przez załogę Pawła Rańdy podczas imprezy Tumski Cup i niespodzianki od piłkarzy Śląska Wrocław.</p>

<p>Aukcja wzbudza też zainteresowanie wśród przedstawicieli wrocławskiego biznesu. Zegarek marki Dolce Gabbana przekazała Patricia Popławska - Prezes Zarządu Clarena. Na liście aukcyjnej znajdzie się również kamień przywieziony z wyprawy na K2, który przekazał Dariusz Ostrowski - Prezes Zarządu Agencji Rozwoju Aglomeracji Wrocławskiej.</p>

<p>Aukcja wystartowała 21 listopada. Przedmioty będzie można licytować podczas <a href=""http://www.hospicjum.wroc.pl/index.php?hosp=1_01&data_dodania=20111103023434"">koncertu z okazji Dnia Życzliwości</a> oraz w <a href=""http://allegro.pl/listing/user.php?us_id=23433265"" title=""Aukcje charytatywne na rzecz Wrocławskiego Hospicjum dla Dzieci"">serwisie Allegro</a>. <strong>Internetowa część aukcji potrwa do 20 grudnia</strong>. 

<p>Wszystkie środki uzyskane z licytacji wystawionych przedmiotów zostaną przeznaczone na cel charytatywny zgodnie z zapisami statutowymi.</p>

<p><a href=""http://allegro.pl/listing/user.php?us_id=23433265"" title=""Aukcje charytatywne na rzecz Wrocławskiego Hospicjum dla Dzieci"" class=""square_link"">przejdź do listy licytowanych przedmiotów</a></p>"
"2011-11-15 12:42:43 +0100",1,1,"2011-11-15 12:42:43 +0100",2011-11-22,"Dzień Otwartych Drzwi","<div style=""width: 600px; margin: 0 auto; padding: 0px; background: #fff; font-size: 20px; border: 1px solid #17a6c4;"">

<div style=""background: url('img/news/plakat_dni_otwarte_top.gif') no-repeat; height: 225px; position: relative;"">
<h2 style=""color: white; font-size: 41px; text-align: center; position: absolute; bottom: 10px; margin: 0; width: 100%;"">DZIEŃ OTWARTYCH DRZWI</h2>
</div>

<div style=""padding: 0 20px;"">
<h2 style=""font-size: 22px;"">Każdy może pomóc<br>
tak po prostu - tak z serca.</h2>

<p><strong>22 listopada 2011 r.</strong> zapraszamy na Dzień Otwartych Drzwi.</p>

<p>Co godzinę będzie spotkanie, na którym pielęgniarz,<br>
wolontariusze i psycholog opowiedzą o pracy<br>
w domowym hospicjum dla dzieci.<br>
Odpowiemy na wszystkie pytania.</p>

<p>Spotkania rozpoczną się o:<br>
16<sup>00</sup>, 17<sup>00</sup>, 18<sup>00</sup> i 19<sup>00</sup>. <strong>Wybierz jedną porę i przyjdź.</strong></p>

<h2 style=""font-size: 20px;"">Dowiesz się jak zostać wolontariuszem i odbyć praktykę</h2>
</div>

<div style=""background: url('img/news/plakat_dni_otwarte_bottom.gif') no-repeat; height: 231px; color: #fff; padding: 20px;"">
<p style=""margin: 0; font-weight: bold;"">Szpital im. Marciniaka, Aleja Wiśniowa 36<br>
budynek J, II piętro, pokój 209</p>
<p style=""font-size: 30px; margin-top: 30px;"">Zapraszamy</p>
</div>

</div>"
"2011-11-03 02:34:34 +0100",1,1,"2011-11-03 02:34:34 +0100",2011-11-23,"Po Dniu Życzliwości","<p>Dzień Życzliwości hucznie obchodzony jest 21 listopada. Zwłaszcza we Wrocławiu. Jesienna data, żeby tym milej było nam założyć różowe okulary i popatrzeć na siebie z sympatią, wyrozumiałością i dystansem. W tym roku znowu się udało. Zwieńczeniem tego dnia był koncert Didit All Love i Marii Peszek. Było nastrojowo, energetycznie, miło, radośnie. I empatycznie. Publiczność wzięła udział w aukcji na rzecz Fundacji „Wrocławskie Hospicjum dla Dzieci” i okazało się, że bawiąc się można pomagać. Serdecznie dziękujemy za chęć dzielenia się. I apelujemy, by być życzliwymi przez rok cały.</p>
 
<p>Dziękujemy pięknie wolontariuszom i organizatorom, którymi było Biuro Promocji Miasta wespół z Radiem Wrocław i Radiem Ram.</p>

<p>Tu też można zobaczyć relację z koncertu: <a href=""http://www.prw.pl/articles/view/18428/naprawde-zyczliwe-spotkanie-zobacz"">www.prw.pl</a> oraz <a href=""http://www.radioram.pl/articles/view/20475/naprawde-zyczliwe-spotkanie"">www.radioram.pl</a></p>

<a href=""http://www.hospicjum.wroc.pl/index.php?hosp=9_01&id_galerii=20111130164943"">zobacz zdjęcia<br><img src=""http://www.hospicjum.wroc.pl/jpg/galeria/20111130164943/galeria-20111130164943-m-5.jpg""></a>

<hr>

<p>Już 2 rok z rzędu Biuro Promocji Miasta Wrocławia organizuje na naszą rzecz Dzień Życzliwości. W tym roku w realizacji przedsięwzięcia pomaga Radio Wrocław. Dzień Życzliwości, w którym Wrocławianie dowodzą, że warto być życzliwym, w naszym mieście obchodzony jest od sześciu lat.</p>

<p><strong>W poniedziałek 21 listopada o godz. 19<sup>00</sup> w Sali Koncertowej Radia Wrocław odbędzie się koncert Marii Peszek, przed którą wystąpi wrocławska formacja Digit All Love z Natalią Grosiak.</strong></p>

<p>Bilety już do nabycia na <strong><a href=""http://www.eventim.pl/pl/bilety/dzien-zyczliwosci-2011-maria-peszek-wroclaw-sala-koncertowa-radia-107099/event.html"" target=""_blank"">eventim.pl</a></strong>, a całkowity dochód z ich sprzedaży zostanie przekazany na rzecz Fundacji ""Wrocławskie Hospicjum dla Dzieci"".</p>

<p>Znajdź się wśród życzliwych!<br/>
Serdecznie zapraszamy na koncert.</p>

<p style=""text-align: center"">
<a href=""img/news/koncert_dzien_zyczliwosci.jpg"" rel=""lightbox[dzyczliwosci]"" title=""plakat koncertu z okazji Dnia Życzliwości""><img src=""img/news/koncert_dzien_zyczliwosci_mini.jpg"" alt=""plakat koncertu z okazji Dnia Życzliwości"" style=""border: 1px solid #C2EDFF;""></a>
</p>

<hr>

<p>Na wrocławskim rynku w samo południe rozpoczną się liczne atrakcje dla dzieci i dorosłych. Będzie można zobaczyć między innymi ponad 150 uczniów z Liceum Ogólnokształcącego nr XI, którzy wcielą się w rolę śpiewających krasnali. A o godz. 15.30 rozpocznie się prawdziwa gala życzliwości - taniec życzliwości. Podczas całego popołudniowego happeningu odbywać się będą konkursy i gry z wrocławskimi gwiazdami sportu. Do wygrania jest wiele cennych nagród. Wśród życzliwych będzie można spotkać także prezydenta Wrocławia Rafała Dutkiewicza. Licealiści będą kwestować na rzecz naszego Hospicjum dla Dzieci.</p>
<p><i>„W tym roku zachęcamy wszystkich do założenia różowych okularów i spojrzenia na świat radośnie! Nieważne ile mamy lat, co robimy, gdzie pracujemy – ważne byśmy dzielili się życzliwością!”</i> – mówi Tomasz Żołyniak, prezes Stowarzyszenia Pozytywne.com i organizator akcji „Życzliwe spojrzenie...”.<br><i>„21 listopada zapraszamy wszystkich na wrocławski rynek – przygotowaliśmy tysiące różowych okularów.”</i><br>
Wejdź na <a href=""http://www.facebook.com/dzienzyczliwosci"" title=""dzień życzliwości na facebooku"">stronę facebookową Dnia Życzliwości</a>.</p>

<hr>
<p><strong>20 listopada (niedziela)</strong> w klubie Casa de la Musica o godzinie 14<sup>00</sup> zapraszamy na promocję książki wrocławskiej autorki Joanny Laskiewicz - ""Bajania do spania"". Podczas imprezy będzie można porozmawiać z autorką książki i posłuchać kilku bajek, które czytać będą znani wrocławianie, m.in. Andrzej Tylkowski, Paweł Rańda, Adrianna Styrcz, Jose Torres, Konrad Imiela. Dochód ze sprzedaży książki zostanie przekazany na rzecz podopiecznych naszego Hospicjum dla Dzieci.</p>
<p>Na imprezie zaprezentuje się też dwójka znakomitych kubańskich wokalistów: Yaremi de las Mercedes Kordos oraz Juan Carlos Hechavarria.<br/>
Animacje dla dzieci zapewni przedszkole Stumilowy Gaj, a każdy mały gość otrzyma słodki upominek.</p>
<p>Na spotkanie zapraszamy wszystkie życzliwe rodziny z dziećmi.</p>

<p style=""text-align: center"">
<a href=""img/news/bajania_plakat.jpg"" rel=""lightbox[dzyczliwosci]"" title=""plakat promocji książki Joanny Laskiewicz - Bajania do spania""><img src=""img/news/bajania_plakat_mini.jpg"" alt=""plakat promocji książki"" style=""border: 1px solid #C2EDFF;""></a>
</p>"
"2011-11-25 11:24:22 +0100",1,1,"2011-11-25 11:24:22 +0100",2011-11-28,"Po pierwsze nie szkodzić – pomagamy dzieciom mądrze","<div style=""float: left; margin-right: 15px;""><a href=""img/news/plakat_ipuw.jpg"" title=""zobacz plakat konferencji"" rel=""lightbox""><img src=""img/news/plakat_ipuw_mini.jpg"" alt=""plakat""></a></div>

<div>
<p>Już 28 listopada 2011 r. odbędzie się I Konferencja Organizacji Pozarządowych z Dolnego Śląska. Organizatorem jest Fundacja Rosa i Instytut Pedagogiki Uniwersytetu Wrocławskiego oraz Koło Naukowe DPR Edukacja Krytyczna. Fundacja „Wrocławskie Hospicjum dla Dzieci” również będzie brała udział w tym wydarzeniu współprowadząc warsztaty „Zdrowie dziecka – rozwój – terapia”.<br>

Prelegenci i warsztatowcy będą mówić o rzeczach istotnych dla osób zajmujących się pomaganiem dzieciom. Zostaną omówione różnorodne formy współpracy z instytucjami, rodzicami i dziećmi z zakresu bezpieczeństwa fizycznego i psychicznego dziecka, edukacji, zdrowia i kultury.</p>
 
<p>Serdecznie zapraszamy.</p>
 
<p>Instytut Pedagogiki Uniwersytetu Wrocławskiego<br>
Ul. Dawida 1, Wrocław<br>
Wykłady: aula, godz. 9-14.00<br>
Warsztaty: sale 51, 52, 53, 60, godz. 14<sup>45</sup>-16<sup>30</sup></p>
</div>
<div style=""clear: both""></div>"
"2011-11-30 16:32:22 +0100",1,1,"2011-11-30 16:32:22 +0100",2011-12-01,"Nasza Fundacja na Wrocławskich Promocjach Dobrych Książek - piątek, sobota i niedziela (2-4 grudnia)","<p>Już od kilku lat Fundacja „Wrocławskie Hospicjum dla Dzieci” pojawia się na Wrocławskich Promocjach Dobrych Książek. Bardzo cieszymy się z gościnności organizatorów. Będziemy w Muzeum Architektury przy ul. Bernardyńskiej 5 w Sali Animadło. To sala w Muzeum Architektury przygotowana specjalnie dla najmłodszych uczestników Wrocławskich Promocji Dobrych Książek. Dzieci będą mogły wziąć udział w ciekawych zajęciach artystycznych.</p>
<p>W programie:
<ul>
<li>Warsztaty lepienia w glinie (różne techniki wyrabiania przedmiotów).</li>
<li>Samodzielne wykonywanie prac plastycznych: ramka do obrazka, kartka świąteczna, ozdoby na choinkę, kolaże i prezenty dla rodziców.</li>
<li>Jak powstaje słuchowisko radiowe i zabawy logopedyczno-radiowe – warsztaty prowadzone przez Piotra Kaszuwarę z Akademii Młodego Radiowca.</li>
<li>Zaczarowany Świat Baśni czytanych przez Mole Książkowe. Zapraszamy codziennie od 14.00 do 18.00.</li>
</ul>
</p>

<p><strong>
A nasi wolonatriusze będą malować twarze uczestnikom warsztatów w piątek w godzinach 15.00-20.00, w sobotę 11.00-20.00 oraz w niedzielę 11.00-16.00. Będzie można stać się posiadaczem słuchowiska „Pewnego razu we Wrocławiu” nagranego przez Akademię Młodego Radiowca z udziałem Kingi Preis, Lecha Janerki, Rafała Dutkiewicza i innych znanych wrocławian. W sobotę pojawi się gość specjalny Joanna Laskiewicz autorka książki „Bajania do spania”. Będzie podpisywała swoje książeczki, a każdy kto zechce stać się właścicielem tego zbioru wierszy wspomoże dzieci z wrocławskiego hospicjum.</strong></p>
<p>„Uwaga, budowa!” – w sobotę o godzinie 11.00 – warsztaty architektoniczne dla dzieci inspirowane książką Rolfa Toyki <i>Uwaga. Budowa! Jak się projektuje i buduje dom</i>. Zapraszają Muzeum Architektury i wydawnictwo Media Rodzina.<br>
<strong>KONKURSY</strong> na ilustrację do ulubionej książki i ceramiczną figurkę Mola Książkowego.<br>
Na zwycięzców czekają atrakcyjne nagrody oraz dyplomy.<br>
Rozstrzygnięcie konkursów 4 grudnia w niedzielę  o godz. 14.30 w sali zabaw dla dzieci <strong>ANIMADŁO</strong>.<br>
Szczegółowe informacje o wystawcach i imprezach towarzyszących na <a href=""http://www.wpdk.pl"">www.wpdk.pl</a>.</p>"
"2011-12-12 22:14:25 +0100",1,1,"2011-12-12 22:14:25 +0100",2011-12-04,"Akademia Młodego Radiowca na rzecz naszych podopiecznych","<a href=""img/news/akademia_mlodego_radiowca.jpg"" title=""zobacz plakat imprezy"" rel=""lightbox"" style=""float: left; margin: 0 20px 20px 0;"">
<img src=""img/news/akademia_mlodego_radiowca_mini.jpg"" alt=""plakat akademii młodego radiowca"">
</a>

<p>4 grudnia w sali koncertowej Radia Wrocław ponad 300 dzieci wraz z rodzicami zebrało się by otworzyć Akademię Młodego Radiowca. Podczas akcji była przeprowadzona kwesta połączona z rozdawaniem płytek ze słuchowiskiem ""Pewnego razu we Wrocławiu"", które było nagrane na rzecz Fundacji Wrocławskie Hospicjum dla Dzieci.<br>
Na początek posłuchało koncertu młodzieżowego Big Bandu z Łowieckiej, który między innymi wykonał utwór z filmu James Bond. Dzieci na początku z uwagą słuchały swoich niewiele starszych kolegów, a później, aktywnie śpiewały wraz z solistką zespołu.<br>
Następnie uczestnicy gali obejrzeli film animowany ""Mia i Migusie"", który przeniósł ich na chwilę w świat magii i czarodziejskiego lasu.<br>
Na deser, dzieci mogły spróbować czekolady, która płynęła prosto z fontann!</p>

<p style=""text-align: right; font-style: italic;"">Patrycja Dzwonkowska współorganizatorka imprezy i nasza fundacyjna przyjaciółka</p>

<p style=""text-align: center""><a href=""http://www.hospicjum.wroc.pl/index.php?hosp=9_01&id_galerii=20111212221736"" title=""Zobacz galerię zdjęć"">
zobacz galerię zdjęć!<br>
<img src=""http://www.hospicjum.wroc.pl/jpg/galeria/20111212221736/galeria-20111212221736-m-3.jpg""></a></p>"
"2011-12-07 22:30:50 +0100",1,1,"2011-12-07 22:30:50 +0100",2011-12-06,Mikołajki,"<p>Ho, ho, ho! Z takim radosnym okrzykiem, zwiastując swoje przybycie dźwiękiem dzwonka, wkroczył na salę gość w czerwonej szacie obszytej białym futrem. Na głowie miał czerwoną czapę zakończoną  wielkim pomponem, a na jego wielki brzuch spływała długa, siwa broda. Dzieci od razu zgadły, kto to taki. W końcu czekały na niego od paru godzin, a chwilę wcześniej przygotowywały dla Niego świąteczne prezenty. To był Święty Mikołaj, który jak co roku, nie zapomniał w swej długiej wędrówce przez świat odwiedzić podopiecznych Fundacji ""Wrocławskie Hospicjum dla Dzieci"".</p>

<p>Zanim jednak Mikołaj wpadł przez komin, impreza na Jego cześć nieźle się już rozkręciła. Rozpoczęliśmy o godzinie 12.30 Mszą Świętą, a następnie, jako że było to też spotkanie wigilijne, podzieliliśmy się opłatkiem, życząc sobie dużo miłości, wiary, nadziei i wszystkiego, co daje nam siłę. Biorąc pod uwagę to, że goście zjechali z całego Dolnego Śląska, pomyśleliśmy też o pysznym obiedzie. Pomiędzy kęsami domowych krokietów, tradycyjnego barszczu z uszkami i wyśmienitego gulaszu, nieustannie unosił się gwar rozmów, śmiech i radosne okrzyki dzieci. Gorącą atmosferę podgrzewała świąteczna muzyka płynąca z głośników. Po obiedzie, podczas gdy na stoły wnoszono przygotowane przez gości wypieki, a dorośli toczyli dyskusje przy kawie, wolontariusze zaprosili dzieci do wspólnej zabawy. Mali podopieczni przygotowywali specjalne, świąteczne stroiki i ozdoby choinkowe. Kres tym zabawom położył dopiero Święty Mikołaj wkraczając do sali z mnóstwem prezentów. Któż dałby radę skupić się na pracy widząc prezenty? My na pewno nie. Na szczęście prezentów wystarczyło i każde dziecko zostało obdarowane. Mikołaj, jak zawsze, okazał się niezawodny. Mało tego! Miał dla nas jeszcze jedną niespodziankę. Przyniósł ze sobą najprawdziwszą gitarę elektryczną! To było coś. Chyba nikt nie odpuścił sobie zrobienia zdjęcia z takim 'czaderskim' Mikołajem :)
</p>

<p>Niestety Święty jest bardzo zabiegany w tym roku i wkrótce musiał nas opuścić, ale to nic, bo została z nami Pani Wiesława Kucięba, autorka pięknych bajek dla dzieci, która ofiarowała  dzieciom mnóstwo książeczek. Każdą z nich opatrzyła własnoręcznym podpisem i miłą dedykacją. Nie dość, że mieliśmy wspaniałego Mikołaja, to jeszcze odwiedziła nas najprawdziwsza bajkopisarka.</p>

<p>Cóż to był za dzień! Radosny, twórczy, rodzinny, Wspaniały. Szkoda, że Mikołaj przychodzi tylko raz w roku. Mamy nadzieję, że i w przyszłym o nas nie zapomni i znów spotkamy się w takiej atmosferze. Jedno jest jednak pewne. Nie zrobilibyśmy nic, gdyby nie ludzie dobrego serca, którzy nam pomogli i pomagają.</p>

<p>Dziękujemy Wam, Drodzy Darczyńcy, a prezentem dla Was niech będzie uśmiech dziecka z radosnym podnieceniem otwierającego prezent.</p>

<p style=""text-align: right; font-style: italic;"">Alicja wolontariuszka i koordynatorka Mikołajek</p>

<p><a href=""http://www.hospicjum.wroc.pl/index.php?hosp=10_00#Mikołajki Firmy"">Kliknij tu aby zobaczyć kto nam pomógł przygotować spotkanie.</a></p>

<p style=""text-align: center""><a href=""http://www.hospicjum.wroc.pl/index.php?hosp=9_01&id_galerii=20111213233941"" title=""zobacz galerię zdjęć"">zobacz galerię zdjęć!<br><img src=""http://www.hospicjum.wroc.pl/jpg/galeria/20111213233941/galeria-20111213233941-14-m.jpg"" alt=""galeria mikołajki""></a></p>

<p style=""text-align: center;"">Dziękujemy:<br>
<a href=""http://www.bbgroup.com.pl"" target=""_blank"" title=""Imprezy firmowe, integracyjne Wrocław, organizacja imprez firmowych, integracyjnych dla firm - Business Bridge Group""><img src=""img/news/business_bridge_logo.gif"" alt=""business bridge logo"" style=""border: 1px solid #666;""></a> 
<a href=""http://www.wig-catering.com.pl"" target=""_blank"" title=""WIG Catering Wrocław - imprezy integracyjne, konferencja wrocław""><img src=""img/news/wig_logo.gif"" alt=""wig catering logo"" style=""border: 1px solid #666;""></a>
</p>
"
"2011-12-07 18:38:25 +0100",1,1,"2011-12-07 18:38:25 +0100",2011-12-10,"Piękna i Bestia – coś dla zdrowia i dla Fundacji.","<a href=""img/news/piekna_bestia.gif"" title=""plakat akcji Piękna i Bestia"" style=""display: block; float: left; margin: 0 20px 50px 0"" rel=""lightbox""><img src=""img/news/piekna_bestia_mini.gif"" alt=""plakat akcji Piękna i Bestia""></a>
<p>""Piękna i Bestia"" to koncepcja eventów propagujących rekreację ruchową i prezentujących nowe formy fitness. 10 grudnia na ul. Zwycięskiej 12 będą działały dwie sale ćwiczeń: mentalną (Joga, Pilates, Stretching z Relaksacją, Symbolika Ciała - inspiracja ruchem) oraz dynamiczną (dwie godziny Zumby, Flamenco Fitness, Seven Cross - kondycja i siła). Świetny team instruktorów, wyjątkowa atmosfera, prezentacje, upominki. Dla najmłodszych przygotowane zostały atrakcje na Mikołajkowej Sali dla Dzieci - zabawy taneczno-ruchowe, manualne, spotkanie z historią. Sala jest bezpłatna dla rodziców uczestniczących w zajęciach.</p>
 
<p>W czasie eventu będzie można spotkać naszych wolontariuszy, zaopatrzyć się w prezent świąteczny – płytę CD ze słuchowiskiem „Pewnego razu we Wrocławiu” lub książeczkę „Bajania do spania”. Wolontariusze Fundacji chętnie opowiedzą o naszej organizacji, o formach pomocy i o tym, że warto pomagać. Pomalują też buziaki dzieciom.</p>
 
<p>Zapraszamy!</p>
 
<p>Ul. Zwycięska 12<br>
NOCLEGI ZYWCIĘSKA (byłe Agro)<br>
Dojazd autobusami 612 i 113.</p>"
"2011-12-12 22:30:50 +0100",1,1,"2011-12-12 22:30:50 +0100",2011-12-12,"Wyróżnieni wśród nas - Agnieszka Ziędalska wyróżniona w konkursie na Dolnośląskiego Wolontariusza Roku 2011","<p style=""font-size: 1.3em"">Agnieszka Ziędalska – nasza wolontariuszka została wyróżniona w konkursie „Dolnośląski Wolontariusz Roku 2011”.</p>

<a href=""img/news/agnieszka_ziedalska_wyroznienie.jpg"" rel=""lightbox"" style=""float: left; margin: 0 20px 20px 0;""><img src=""img/news/agnieszka_ziedalska_wyroznienie_mini.jpg"" alt=""agnieszka ziędalska""></a>

<p>Agnieszka jest wolontariuszką Fundacji „Wrocławskie Hospicjum dla Dzieci” od grudnia 2009 roku. Od początku aktywnie angażuje się w działania na rzecz szerzenia Idei Hospicyjnej oraz w niesienie pomocy podopiecznym.<br>
Od samego początku swojej działalności szczególną uwagę koncentruje na pracy z rodzeństwem Dzieci nieuleczalnie chorych oraz dziećmi, których brat/siostra odeszli. Rozpoczęła w Fundacji organizację wyjazdów integracyjnych dla rodzeństwa podopiecznych, podczas których mogą Oni przygotowywać spektakle, poznawać Polską historię i sztukę oraz razem się bawić. Obecnie odpowiada za przygotowanie zabaw integracyjnych dla Dzieci podczas wyjazdowych spotkań integracyjnych.</p>

<p>W roku szkolnym 2010/2011, kiedy podjęliśmy decyzję o rozpoczęciu współpracy z wolontariatem szkolnym koordynowała działania mające na celu zaangażowanie nauczycieli z Wrocławskich szkół w wolontariat szkolny oraz Dzieci i młodzieży w niesienie pomocy potrzebującym.<br>
Nasza wyróżniona obecnie pracuje nad programem szkoleń dla nauczycieli i liderów szkolnych wolontariatów mających na celu rozwój wolontariatów szkolnych ukierunkowanych na niesienie pomocy potrzebującym a w szczególności osobom chorym.<br>
Agnieszka w okresie lipiec – październik 2010 towarzyszyła Podopiecznej Fundacji.</p>
<p>Agnieszce GRATULUJEMY i dziękujemy za zaangażowanie i serce!</p>

<p>Jak Agnieszka działa można zobaczyć tu: <a href=""http://www.tvp.pl/wroclaw/spoleczne/wolontariusze/wideo/19042011/4366769"">tvp.pl</a></p>"
"2011-12-08 16:24:25 +0100",1,1,"2011-12-08 16:24:25 +0100",2011-12-14,"Wielka Draka dla Dzieciaka","<div style=""text-align: center""><a href=""http://www.draka.ue.wroc.pl"" title=""Wielka Draka dla Dzieciaka""><img src=""img/news/wielka_draka.jpg""></a></div>"
